what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1348855722233
started,bundle,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.ide",1348855722249
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1348855722263
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1348855722275
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1348855722283
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1348855722292
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1348855722308
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1348855722313
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1348855722319
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200908111817,"org.eclipse.wst.common.project.facet.core",1348855722319
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1348855722325
os,sysinfo,,,"macosx",1348855722329
arch,sysinfo,,,"x86",1348855722329
ws,sysinfo,,,"cocoa",1348855722329
locale,sysinfo,,,"en_US",1348855722329
processors,sysinfo,,,"2",1348855722329
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348855722329
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3811",1348855722329
java.specification.name,sysinfo,,,"Java Platform API Specification",1348855722329
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348855722329
java.specification.version,sysinfo,,,"1.6",1348855722329
java.vendor,sysinfo,,,"Apple Inc.",1348855722329
java.version,sysinfo,,,"1.6.0_22",1348855722329
java.vm.info,sysinfo,,,"mixed mode",1348855722329
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1348855722329
