what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.core,1.1.102.v20090825,"org.eclipse.wst.server.core",1348858120079
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.ui",1348858120097
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858121182
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858122836
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858123707
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858125408
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858138812
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858142655
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1348858142696
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858163509
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1348858189151
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1348858200712
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858202633
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1348858202678
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858202735
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858204356
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858204825
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858206512
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348858212109
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348858214357
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348858214445
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858221657
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348858221724
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1348858228669
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348858239884
