what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1348857814226
java.vendor,sysinfo,,,"Apple Inc.",1348857814226
java.version,sysinfo,,,"1.6.0_22",1348857814226
java.vm.info,sysinfo,,,"mixed mode",1348857814226
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1348857814226
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348857814226
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348857814226
java.vm.specification.version,sysinfo,,,"1.0",1348857814226
java.vm.vendor,sysinfo,,,"Apple Inc.",1348857814226
java.vm.version,sysinfo,,,"17.1-b03-307",1348857814226
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348857832959
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348857847180
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1348857849668
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1348857849699
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1348857849701
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1348857849739
started,bundle,org.eclipse.jst.j2ee.core,1.1.301.v200908181930,"org.eclipse.jst.j2ee.core",1348857849740
started,bundle,org.eclipse.jem,2.0.300.v200901272200,"org.eclipse.jem",1348857849752
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1348857849755
started,bundle,org.eclipse.jst.jee,1.0.201.v200909030330,"org.eclipse.jst.jee",1348857849837
started,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1348857849859
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1348857849864
started,bundle,org.eclipse.wst.sse.core,1.1.401.v200909172215,"org.eclipse.wst.sse.core",1348857849887
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1348857849901
started,bundle,org.eclipse.wst.xml.core,1.1.401.v200908242115,"org.eclipse.wst.xml.core",1348857849904
