what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924193511
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348924265604
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924273899
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924274003
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924470686
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924471011
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924471544
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348924473070
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924547444
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348924559024
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924745080
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924745566
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924746138
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348924747454
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924767964
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348924770598
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924814063
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924824699
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1348924838031
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1348924839577
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1348924886451
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1348924887655
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924898556
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924898838
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348924899401
