what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348911101757
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911134436
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348911155849
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348911166124
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348911233488
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348911344234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911370496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911371095
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911371604
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348911372878
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911374409
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911376104
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911408776
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348911447074
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911451713
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911453808
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911454284
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348911455468
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911481546
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348911555015
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348911574022
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911575417
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911576113
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1348911576627
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1348911577815
